Resort Hotel	0	37	2015	July	1	4	1	GBR	Online TA	TA/TO	0	No Deposit	Transient	97.29	Check-Out	2015-07-06
Resort Hotel	0	72	2015	July	2	4	2	PRT	Direct	Direct	0	No Deposit	Transient	84.67	Check-Out	2015-07-07
Resort Hotel	0	72	2015	July	2	4	2	PRT	Direct	Direct	0	No Deposit	Transient	84.67	Check-Out	2015-07-07
Resort Hotel	0	72	2015	July	2	4	2	PRT	Direct	Direct	0	No Deposit	Transient	99.67	Check-Out	2015-07-07
Resort Hotel	0	127	2015	July	2	5	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	94.95	Check-Out	2015-07-01
Resort Hotel	0	78	2015	July	2	5	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	63.6	Check-Out	2015-07-08
Resort Hotel	0	48	2015	July	2	5	2	IRL	Offline TA/TO	TA/TO	0	No Deposit	Contract	79.5	Check-Out	2015-07-08
Resort Hotel	1	60	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	107	Canceled	2015-05-11
Resort Hotel	0	77	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	94	Check-Out	2015-07-08
Resort Hotel	0	99	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	87.3	Check-Out	2015-07-08
Resort Hotel	0	118	2015	July	4	10	1	UNKNOWN	Direct	Direct	0	No Deposit	Transient	62	Check-Out	2015-07-15
Resort Hotel	0	95	2015	July	4	11	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Transient	63.86	Check-Out	2015-07-16
Resort Hotel	1	96	2015	July	2	8	2	PRT	Direct	Direct	0	No Deposit	Transient	108.3	Canceled	2015-05-29
Resort Hotel	0	69	2015	July	2	4	2	IRL	Offline TA/TO	TA/TO	0	No Deposit	Transient	65.5	Check-Out	2015-07-08
Resort Hotel	1	45	2015	July	1	3	3	PRT	Online TA	TA/TO	0	No Deposit	Transient	108.8	Canceled	2015-05-19
Resort Hotel	1	40	2015	July	1	3	3	PRT	Online TA	TA/TO	0	No Deposit	Transient	108.8	Canceled	2015-06-19
Resort Hotel	0	15	2015	July	1	3	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	98	Check-Out	2015-07-06
Resort Hotel	0	36	2015	July	1	3	3	PRT	Online TA	TA/TO	0	No Deposit	Transient	108.8	Check-Out	2015-07-06
Resort Hotel	1	43	2015	July	1	3	3	PRT	Online TA	TA/TO	0	No Deposit	Transient	108.8	Canceled	2015-05-23
Resort Hotel	0	70	2015	July	2	3	2	ROU	Direct	Direct	0	No Deposit	Transient	137	Check-Out	2015-07-07
Resort Hotel	1	45	2015	July	2	3	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	117.81	Canceled	2015-05-18
Resort Hotel	0	45	2015	July	2	3	2	IRL	Offline TA/TO	TA/TO	0	No Deposit	Contract	79.5	Check-Out	2015-07-07
Resort Hotel	0	16	2015	July	2	3	2	ESP	Direct	Direct	0	No Deposit	Transient	123	Check-Out	2015-07-07
Resort Hotel	0	70	2015	July	2	3	2	ROU	Direct	Direct	0	No Deposit	Transient	137	Check-Out	2015-07-07
Resort Hotel	0	107	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	110.7	Check-Out	2015-07-09
Resort Hotel	1	47	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	153	Canceled	2015-06-02
Resort Hotel	0	96	2015	July	2	5	2	ESP	Offline TA/TO	TA/TO	0	No Deposit	Transient	58.95	Check-Out	2015-07-09
Resort Hotel	0	113	2015	July	2	5	2	NOR	Offline TA/TO	TA/TO	0	No Deposit	Transient-Party	82.88	Check-Out	2015-07-09
Resort Hotel	0	90	2015	July	2	5	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	82.35	Check-Out	2015-07-09
Resort Hotel	0	50	2015	July	2	5	2	IRL	Online TA	TA/TO	0	No Deposit	Transient	119.35	Check-Out	2015-07-09
Resort Hotel	0	113	2015	July	2	5	2	NOR	Offline TA/TO	TA/TO	0	No Deposit	Transient-Party	67.58	Check-Out	2015-07-09
Resort Hotel	0	93	2015	July	3	8	2	IRL	Offline TA/TO	TA/TO	0	No Deposit	Contract	56.01	Check-Out	2015-07-13
Resort Hotel	0	76	2015	July	4	10	2	OMN	Offline TA/TO	TA/TO	0	No Deposit	Contract	110.7	Check-Out	2015-07-16
Resort Hotel	0	3	2015	July	0	1	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	88.2	Check-Out	2015-07-03
Resort Hotel	0	1	2015	July	0	1	2	ARG	Online TA	TA/TO	0	No Deposit	Transient	147	Check-Out	2015-07-03
Resort Hotel	0	1	2015	July	0	1	2	ESP	Direct	Direct	0	No Deposit	Transient	107	Check-Out	2015-07-03
Resort Hotel	0	0	2015	July	0	1	2	PRT	Direct	Direct	0	No Deposit	Transient	147	Check-Out	2015-07-03
Resort Hotel	0	0	2015	July	0	1	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	117.9	Check-Out	2015-07-03
Resort Hotel	0	0	2015	July	0	1	2	PRT	Direct	Direct	0	No Deposit	Transient	123	Check-Out	2015-07-03
Resort Hotel	0	14	2015	July	0	2	2	USA	Online TA	TA/TO	0	No Deposit	Transient	98	Check-Out	2015-07-04
Resort Hotel	0	10	2015	July	0	2	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	117.81	Check-Out	2015-07-04
Resort Hotel	0	5	2015	July	0	2	2	IRL	Online TA	TA/TO	0	No Deposit	Transient	135	Check-Out	2015-07-04
Resort Hotel	0	17	2015	July	0	3	2	ESP	Direct	Direct	0	No Deposit	Transient	133	Check-Out	2015-07-05
Resort Hotel	0	93	2015	July	0	3	2	IRL	Offline TA/TO	TA/TO	0	No Deposit	Contract	58.95	Check-Out	2015-07-05
Resort Hotel	1	3	2015	July	0	3	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	136.33	Canceled	2015-06-29
Resort Hotel	0	10	2015	July	0	2	2	USA	Online TA	TA/TO	0	No Deposit	Transient	153	Check-Out	2015-07-05
Resort Hotel	0	3	2015	July	0	2	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	110.5	Check-Out	2015-07-05
Resort Hotel	0	51	2015	July	0	2	2	POL	Online TA	TA/TO	0	No Deposit	Transient	97	Check-Out	2015-07-05
Resort Hotel	1	71	2015	July	0	2	3	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	110.3	Canceled	2015-06-16
Resort Hotel	1	63	2015	July	0	2	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	82	Canceled	2015-06-18
Resort Hotel	1	62	2015	July	0	2	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	97	Canceled	2015-07-03
Resort Hotel	1	101	2015	July	0	2	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	73.8	Canceled	2015-06-12
Resort Hotel	0	2	2015	July	0	2	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	91.5	Check-Out	2015-07-05
Resort Hotel	0	15	2015	July	0	2	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	114.5	Check-Out	2015-07-05
Resort Hotel	1	51	2015	July	0	2	3	PRT	Online TA	TA/TO	0	No Deposit	Transient	110.3	Canceled	2015-06-09
Resort Hotel	0	3	2015	July	1	2	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	90.9	Check-Out	2015-07-06
Resort Hotel	1	48	2015	July	1	2	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	123	Canceled	2015-05-26
Resort Hotel	0	2	2015	July	2	2	1	PRT	Online TA	TA/TO	0	No Deposit	Transient	122	Check-Out	2015-07-07
Resort Hotel	0	72	2015	July	2	2	2	DEU	Offline TA/TO	TA/TO	0	No Deposit	Transient	110.7	Check-Out	2015-07-07
Resort Hotel	0	81	2015	July	2	6	3	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	85.86	Check-Out	2015-07-11
Resort Hotel	0	99	2015	July	2	7	2	FRA	Offline TA/TO	TA/TO	0	No Deposit	Contract	58.95	Check-Out	2015-07-12
Resort Hotel	1	368	2015	July	3	7	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Contract	55.68	Canceled	2015-05-19
Resort Hotel	0	364	2015	July	3	7	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	55.68	Check-Out	2015-07-13
Resort Hotel	1	81	2015	July	3	7	2	PRT	Direct	Direct	0	No Deposit	Transient	124	Canceled	2015-06-09
Resort Hotel	0	99	2015	July	3	7	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	111.15	Check-Out	2015-07-13
Resort Hotel	0	324	2015	July	4	10	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	134.73	Check-Out	2015-07-17
Resort Hotel	0	69	2015	July	4	10	2	GBR	Online TA	TA/TO	0	No Deposit	Transient	92.45	Check-Out	2015-07-17
Resort Hotel	1	79	2015	July	6	15	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	108.73	Canceled	2015-04-15
Resort Hotel	0	12	2015	July	0	1	2	GBR	Online TA	TA/TO	0	No Deposit	Transient	73.8	Check-Out	2015-07-04
Resort Hotel	0	9	2015	July	0	1	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	98	Check-Out	2015-07-04
Resort Hotel	0	1	2015	July	0	1	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	131	Check-Out	2015-07-04
Resort Hotel	0	21	2015	July	0	1	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	123	Check-Out	2015-07-04
Resort Hotel	0	9	2015	July	0	1	2	USA	Online TA	TA/TO	0	No Deposit	Transient	94.71	Check-Out	2015-07-04
Resort Hotel	0	109	2015	July	0	1	2	BEL	Online TA	TA/TO	0	No Deposit	Transient	123	Check-Out	2015-07-04
Resort Hotel	1	109	2015	July	0	2	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	123	Canceled	2015-05-26
Resort Hotel	1	72	2015	July	0	2	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	73.8	Canceled	2015-06-29
Resort Hotel	1	63	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	117	Canceled	2015-05-13
Resort Hotel	0	63	2015	July	2	5	3	ESP	Offline TA/TO	TA/TO	0	No Deposit	Transient	196.54	Check-Out	2015-07-10
Resort Hotel	0	101	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	99.3	Check-Out	2015-07-10
Resort Hotel	0	102	2015	July	2	5	2	DEU	Direct	Direct	0	No Deposit	Transient	90.95	Check-Out	2015-07-10
Resort Hotel	0	4	2015	July	2	1	2	ESP	Direct	Direct	0	No Deposit	Transient	92.67	Check-Out	2015-07-07
Resort Hotel	0	98	2015	July	2	1	2	FRA	Offline TA/TO	TA/TO	0	No Deposit	Transient	71.55	Check-Out	2015-07-07
Resort Hotel	0	92	2015	July	2	4	1	FRA	Offline TA/TO	TA/TO	0	No Deposit	Transient	96.49	Check-Out	2015-07-10
Resort Hotel	0	95	2015	July	2	4	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	85.8	Check-Out	2015-07-10
Resort Hotel	0	102	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	96.3	Check-Out	2015-07-11
Resort Hotel	1	26	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	163	Canceled	2015-06-09
Resort Hotel	1	73	2015	July	2	5	3	PRT	Direct	Direct	0	No Deposit	Transient	172	Canceled	2015-05-20
Resort Hotel	1	102	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	110.7	Canceled	2015-04-22
Resort Hotel	0	115	2015	July	2	5	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	58.95	Check-Out	2015-07-11
Resort Hotel	0	102	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	73.8	Check-Out	2015-07-11
Resort Hotel	0	86	2015	July	2	5	2	CHE	Online TA	TA/TO	0	No Deposit	Transient	97	Check-Out	2015-07-11
Resort Hotel	0	78	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	139	Check-Out	2015-07-11
Resort Hotel	0	52	2015	July	2	5	2	GBR	Online TA	TA/TO	0	No Deposit	Transient	67.24	Check-Out	2015-07-11
Resort Hotel	0	29	2015	July	2	6	3	PRT	Online TA	TA/TO	0	No Deposit	Transient	116.5	Check-Out	2015-07-12
Resort Hotel	1	101	2015	July	2	6	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	96.3	Canceled	2015-05-12
Resort Hotel	0	109	2015	July	2	6	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	123	Check-Out	2015-07-12
Resort Hotel	0	92	2015	July	4	6	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	71.55	Check-Out	2015-07-14
Resort Hotel	0	92	2015	July	4	6	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Contract	71.55	Check-Out	2015-07-14
Resort Hotel	0	79	2015	July	4	6	2	PRT	Direct	Direct	0	No Deposit	Transient	149	Check-Out	2015-07-14
Resort Hotel	0	2	2015	July	0	1	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	163	Check-Out	2015-07-05
Resort Hotel	0	30	2015	July	0	1	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Contract	79.5	Check-Out	2015-07-05
Resort Hotel	1	51	2015	July	0	1	1	PRT	Online TA	TA/TO	0	No Deposit	Transient	105	Canceled	2015-05-29
Resort Hotel	1	36	2015	July	0	1	1	PRT	Direct	Direct	0	No Deposit	Transient	123	No-Show	2015-07-04
Resort Hotel	1	73	2015	July	0	1	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	73.8	Canceled	2015-05-13
Resort Hotel	1	33	2015	July	0	1	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	113	Canceled	2015-06-16
Resort Hotel	0	32	2015	July	0	1	4	PRT	Complementary	Direct	0	No Deposit	Transient	0	Check-Out	2015-07-05
Resort Hotel	0	8	2015	July	0	1	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	123	Check-Out	2015-07-05
Resort Hotel	0	100	2015	July	1	1	2	FRA	Online TA	TA/TO	0	No Deposit	Transient-Party	73.8	Check-Out	2015-07-06
Resort Hotel	0	1	2015	July	1	1	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	114.5	Check-Out	2015-07-06
Resort Hotel	0	100	2015	July	1	1	2	FRA	Online TA	TA/TO	0	No Deposit	Transient-Party	73.8	Check-Out	2015-07-06
Resort Hotel	0	100	2015	July	1	1	2	FRA	Online TA	TA/TO	0	No Deposit	Transient-Party	73.8	Check-Out	2015-07-06
Resort Hotel	0	9	2015	July	1	0	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	88.2	Check-Out	2015-07-06
Resort Hotel	1	5	2015	July	1	0	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	97	Canceled	2015-07-01
Resort Hotel	0	0	2015	July	1	0	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	85.1	Check-Out	2015-07-06
Resort Hotel	0	9	2015	July	1	0	1	DEU	Online TA	TA/TO	0	No Deposit	Transient	89	Check-Out	2015-07-06
Resort Hotel	0	2	2015	July	1	0	1	PRT	Online TA	TA/TO	0	No Deposit	Transient	80.1	Check-Out	2015-07-06
Resort Hotel	0	2	2015	July	1	0	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	98	Check-Out	2015-07-06
Resort Hotel	0	9	2015	July	1	0	1	DEU	Online TA	TA/TO	0	No Deposit	Transient	101	Check-Out	2015-07-06
Resort Hotel	1	5	2015	July	1	0	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	97	Canceled	2015-07-01
Resort Hotel	0	2	2015	July	1	0	2	PRT	Direct	Direct	0	No Deposit	Transient	167	Check-Out	2015-07-06
Resort Hotel	0	44	2015	July	2	0	3	PRT	Online TA	TA/TO	0	No Deposit	Transient	225	Check-Out	2015-07-07
Resort Hotel	0	80	2015	July	2	0	2	FRA	Online TA	TA/TO	0	No Deposit	Transient	97	Check-Out	2015-07-07
Resort Hotel	0	97	2015	July	2	2	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	87.3	Check-Out	2015-07-09
Resort Hotel	0	109	2015	July	2	3	2	CN	Offline TA/TO	TA/TO	0	No Deposit	Transient	85.59	Check-Out	2015-07-10
Resort Hotel	0	30	2015	July	2	3	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	123	Check-Out	2015-07-10
Resort Hotel	0	64	2015	July	2	3	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	107	Check-Out	2015-07-10
Resort Hotel	0	39	2015	July	2	4	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	163	Check-Out	2015-07-11
Resort Hotel	0	90	2015	July	2	4	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	82	Check-Out	2015-07-11
Resort Hotel	1	34	2015	July	2	4	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	163	Canceled	2015-06-17
Resort Hotel	1	93	2015	July	2	5	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	105.5	Canceled	2015-05-01
Resort Hotel	0	97	2015	July	2	5	2	PRT	Direct	Direct	0	No Deposit	Transient	164.2	Check-Out	2015-07-12
Resort Hotel	0	29	2015	July	2	5	2	IRL	Online TA	TA/TO	0	No Deposit	Transient	97.29	Check-Out	2015-07-12
Resort Hotel	1	101	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	114	Canceled	2015-03-30
Resort Hotel	0	27	2015	July	2	5	2	ESP	Offline TA/TO	TA/TO	0	No Deposit	Transient	98.4	Check-Out	2015-07-12
Resort Hotel	0	8	2015	July	4	5	2	CHE	Online TA	TA/TO	0	No Deposit	Transient	175	Check-Out	2015-07-14
Resort Hotel	0	82	2015	July	4	6	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	63.6	Check-Out	2015-07-15
Resort Hotel	0	94	2015	July	4	6	3	PRT	Direct	Direct	0	No Deposit	Transient	124.45	Check-Out	2015-07-15
Resort Hotel	0	110	2015	July	4	7	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	110.7	Check-Out	2015-07-16
Resort Hotel	0	96	2015	July	4	10	1	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	74.07	Check-Out	2015-07-19
Resort Hotel	0	79	2015	July	4	10	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	134.1	Check-Out	2015-07-19
Resort Hotel	0	115	2015	July	1	4	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	167	Check-Out	2015-07-11
Resort Hotel	0	111	2015	July	1	3	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	123	Check-Out	2015-07-10
Resort Hotel	0	51	2015	July	1	3	2	USA	Online TA	TA/TO	0	No Deposit	Transient	117.81	Check-Out	2015-07-10
Resort Hotel	0	94	2015	July	1	3	3	CN	Offline TA/TO	TA/TO	0	No Deposit	Transient	171.32	Check-Out	2015-07-10
Resort Hotel	0	81	2015	July	1	3	2	CHE	Direct	Direct	0	No Deposit	Transient	210	Check-Out	2015-07-10
Resort Hotel	0	84	2015	July	1	3	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	97	Check-Out	2015-07-10
Resort Hotel	0	51	2015	July	1	3	3	USA	Online TA	TA/TO	0	No Deposit	Transient	117.81	Check-Out	2015-07-10
Resort Hotel	0	111	2015	July	0	0	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	0	Check-Out	2015-07-06
Resort Hotel	0	0	2015	July	0	0	1	PRT	Direct	Direct	0	No Deposit	Transient	0	Check-Out	2015-07-06
Resort Hotel	0	2	2015	July	1	0	2	PRT	Direct	Direct	0	No Deposit	Transient	131	Check-Out	2015-07-07
Resort Hotel	0	7	2015	July	1	1	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	98	Check-Out	2015-07-08
Resort Hotel	0	98	2015	July	1	1	2	USA	Online TA	TA/TO	0	No Deposit	Transient	87.3	Check-Out	2015-07-08
Resort Hotel	0	95	2015	July	1	2	2	GRC	Online TA	TA/TO	0	No Deposit	Transient	97	Check-Out	2015-07-09
Resort Hotel	1	48	2015	July	1	3	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	167	Canceled	2015-06-03
Resort Hotel	0	66	2015	July	1	3	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	91.5	Check-Out	2015-07-10
Resort Hotel	0	104	2015	July	1	3	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	73.8	Check-Out	2015-07-10
Resort Hotel	0	28	2015	July	1	4	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	123	Check-Out	2015-07-11
Resort Hotel	0	34	2015	July	1	4	2	PRT	Direct	Direct	0	No Deposit	Transient	175	Check-Out	2015-07-11
Resort Hotel	0	98	2015	July	1	5	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	117.8	Check-Out	2015-07-12
Resort Hotel	0	104	2015	July	1	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	117.63	Check-Out	2015-07-12
Resort Hotel	0	68	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	185	Check-Out	2015-07-13
Resort Hotel	1	86	2015	July	2	5	1	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	71	Canceled	2015-06-26
Resort Hotel	0	258	2015	July	2	5	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	47.25	Check-Out	2015-07-13
Resort Hotel	0	111	2015	July	3	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	151	Check-Out	2015-07-14
Resort Hotel	1	94	2015	July	3	7	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	87.3	Canceled	2015-05-14
Resort Hotel	0	112	2015	July	3	7	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Transient	120.6	Check-Out	2015-07-16
Resort Hotel	0	100	2015	July	3	7	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Transient	63.86	Check-Out	2015-07-16
Resort Hotel	0	33	2015	July	3	7	2	PRT	Direct	Direct	0	No Deposit	Transient	157.1	Check-Out	2015-07-16
Resort Hotel	0	97	2015	July	3	7	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	91.37	Check-Out	2015-07-16
Resort Hotel	0	80	2015	July	3	8	1	FRA	Direct	Direct	0	No Deposit	Transient	73	Check-Out	2015-07-17
Resort Hotel	0	90	2015	July	4	10	2	ITA	Offline TA/TO	TA/TO	0	No Deposit	Contract	110.7	Check-Out	2015-07-20
Resort Hotel	0	111	2015	July	4	10	2	GBR	Offline TA/TO	TA/TO	0	No Deposit	Contract	93.6	Check-Out	2015-07-20
Resort Hotel	0	65	2015	July	2	5	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	83.5	Check-Out	2015-07-13
Resort Hotel	1	67	2015	July	0	2	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	73.8	Canceled	2015-05-07
Resort Hotel	0	55	2015	July	0	3	2	ESP	Online TA	TA/TO	0	No Deposit	Transient	82	Check-Out	2015-07-10
Resort Hotel	0	21	2015	July	0	3	2	PRT	Direct	Direct	0	No Deposit	Transient	185.5	Check-Out	2015-07-10
Resort Hotel	0	8	2015	July	0	0	2	PRT	Direct	Direct	0	No Deposit	Transient	0	Check-Out	2015-07-07
Resort Hotel	0	8	2015	July	0	0	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	0	Check-Out	2015-07-07
Resort Hotel	0	0	2015	July	0	1	1	GBR	Online TA	TA/TO	0	No Deposit	Transient	109.8	Check-Out	2015-07-08
Resort Hotel	0	0	2015	July	0	1	3	PRT	Direct	Direct	0	No Deposit	Transient	195	Check-Out	2015-07-08
Resort Hotel	0	0	2015	July	0	1	1	GBR	Online TA	TA/TO	0	No Deposit	Transient	109.8	Check-Out	2015-07-08
Resort Hotel	0	8	2015	July	0	4	3	ESP	Online TA	TA/TO	0	No Deposit	Transient	193	Check-Out	2015-07-11
Resort Hotel	0	66	2015	July	0	4	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	97	Check-Out	2015-07-11
Resort Hotel	0	88	2015	July	0	4	3	USA	Offline TA/TO	TA/TO	0	No Deposit	Transient	150	Check-Out	2015-07-11
Resort Hotel	0	0	2015	July	0	4	2	NLD	Direct	Direct	0	No Deposit	Transient	98	Check-Out	2015-07-11
Resort Hotel	1	43	2015	July	0	5	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Transient	91.5	Canceled	2015-05-28
Resort Hotel	1	88	2015	July	2	5	2	PRT	Online TA	TA/TO	0	No Deposit	Transient	139	Canceled	2015-04-13
Resort Hotel	0	54	2015	July	2	5	2	IRL	Offline TA/TO	TA/TO	0	No Deposit	Transient	79.5	Check-Out	2015-07-14
Resort Hotel	1	292	2015	July	2	5	2	PRT	Offline TA/TO	TA/TO	0	No Deposit	Contract	47.25	Canceled	2015-03-25
Resort Hotel	0	112	2015	July	4	10	2	IRL	Offline TA/TO	TA/TO	0	No Deposit	Contract	126.65	Check-Out	2015-07-21
